"Data for sheet#",2019022513255205,,"date=",19:20:25 HH:20:SS
"AvgMoe", "AvgSG", "AvgMC", "AvgVel", "AvgUPT", "Width", "Skew", "AvgThick", "Temp", "PkMoisture", "pkDensity"
1.76706123531041, 0.645530516198259, 4.73303654627921, 4328.01217533823, 513.562795228106, 59.4516129032258, -0.227474952546867, 0.128865882464698, 66.971719289749, 5.28087790497861, 0.719178900188162

"Wheel data"
"pos","EffVel","effUPT","LeftVel","LeftUPT","RightVel","RightUPT"
0,4114.14629043422,539.9935035,3862.68036264624,288.938223,4365.61221822219,251.0552805
0.0645161290322581,4128.86000648539,538.3125375,3862.68036264624,288.938223,4395.03965032453,249.3743145
0.161290322580645,4117.80621650506,539.573262,3862.68036264624,288.938223,4372.93207036387,250.635039
0.193548387096774,4096.55496542292,542.5149525,3834.79310031154,291.0394305,4358.3168305343,251.475522
0.258064516129032,4091.03372490541,543.3554355,3823.75061927651,291.8799135,4358.3168305343,251.475522
0.387096774193548,4083.77478941957,544.1959185,3823.75061927651,291.8799135,4343.79895956263,252.316005
0.451612903225806,4085.68466707215,543.775677,3834.79310031154,291.0394305,4336.57623383277,252.7362465
0.483870967741935,4074.6738921215,545.456643,3812.77155041022,292.7203965,4336.57623383277,252.7362465
0.612903225806452,4062.02897542523,547.137609,3801.85534905376,293.5608795,4322.20260179671,253.5767295
0.741935483870968,4070.22789715349,545.8768845,3818.25319251028,292.300155,4322.20260179671,253.5767295
0.774193548387097,4057.61478160814,547.5578505,3807.30562509044,293.140638,4307.92393812585,254.4172125
0.903225806451613,4071.07451903063,545.8768845,3812.77155041022,292.7203965,4329.37748765104,253.156488
1.06451612903226,4059.31162849283,547.5578505,3796.42065518894,293.981121,4322.20260179671,253.5767295
1.16129032258065,4056.60203928233,547.978092,3791.00147676796,294.4013625,4322.20260179671,253.5767295
1.29032258064516,4047.63042954149,549.2388165,3780.20940124492,295.2418455,4315.05145783805,253.996971
1.38709677419355,4055.70630320552,548.3983335,3774.83637257827,295.662087,4336.57623383277,252.7362465
1.48387096774194,4071.20533329239,546.7173675,3769.47859622091,296.0823285,4372.93207036387,250.635039
1.54838709677419,4063.89771337761,547.5578505,3769.47859622091,296.0823285,4358.3168305343,251.475522
1.67741935483871,4447.50367142948,488.434620486118,"","",4447.50367142948,246.432624
1.74193548387097,4485.75142607582,484.269983226787,"","",4485.75142607582,244.3314165
1.83870967741935,4524.66273519171,480.105345967455,"","",4524.66273519171,242.230209
1.96774193548387,4564.25501773471,475.940708708125,"","",4564.25501773471,240.1290015
2.06451612903226,4620.86270711168,470.110216545062,"","",4620.86270711168,237.187311
