"Data for sheet#",2019022513255288,,"date=",19:20:25 HH:20:SS
"AvgMoe", "AvgSG", "AvgMC", "AvgVel", "AvgUPT", "Width", "Skew", "AvgThick", "Temp", "PkMoisture", "pkDensity"
1.71347826204366, 0.539784887821473, 5.88119746514065, 4671.65593231161, 474.535109854369, 60.0645161290323, -0.113738120550608, 0.124479673577007, 66.996349003315, 6.35578129783524, 0.577880091918065

"Wheel data"
"pos","EffVel","effUPT","LeftVel","LeftUPT","RightVel","RightUPT"
0,4956.70653932967,446.279649,4958.98199210114,225.061515,4954.43108655821,221.218134
0.0967741935483871,4938.1976035777,447.960615,4931.35806037303,226.3222395,4945.03714678237,221.6383755
0.129032258064516,4910.55401915257,450.482064,4904.04018114467,227.582964,4917.06785716048,222.8991
0.225806451612903,4901.31847868992,451.322547,4904.04018114467,227.582964,4898.59677623517,223.739583
0.32258064516129,4915.01664209658,450.0618225,4922.21834690077,226.742481,4907.81493729239,223.3193415
0.387096774193548,4910.40756156797,450.482064,4922.21834690077,226.742481,4898.59677623517,223.739583
0.516129032258065,4905.81576269917,450.9023055,4922.21834690077,226.742481,4889.41317849756,224.1598245
0.645161290322581,4887.61945437327,452.5832715,4922.21834690077,226.742481,4853.02056184576,225.8407905
0.709677419354839,4883.06650572336,453.003513,4913.11244960097,227.1627225,4853.02056184576,225.8407905
0.806451612903226,4865.01400625846,454.684479,4895.00135558401,228.0032055,4835.02665693291,226.6812735
0.935483870967742,4865.13907168968,454.684479,4913.11244960097,227.1627225,4817.16569377839,227.5217565
1.09677419354839,4865.13907168968,454.684479,4913.11244960097,227.1627225,4817.16569377839,227.5217565
1.16129032258065,4843.0988878418,456.7856865,4913.11244960097,227.1627225,4773.08532608263,229.622964
1.32258064516129,4834.39534477164,457.6261695,4913.11244960097,227.1627225,4755.67823994232,230.463447
1.41935483870968,4821.2189191439,458.886894,4904.04018114467,227.582964,4738.39765714314,231.30393
1.48387096774194,4803.85616602463,460.56786,4895.00135558401,228.0032055,4712.71097646526,232.5646545
1.51612903225806,4795.37101976338,461.408343,4895.00135558401,228.0032055,4695.74068394274,233.4051375
1.64516129032258,4795.37101976338,461.408343,4895.00135558401,228.0032055,4695.74068394274,233.4051375
1.70967741935484,4826.30013201764,458.4666525,4931.35806037303,226.3222395,4721.24220366225,232.144413
1.7741935483871,4817.78429283839,459.3071355,4931.35806037303,226.3222395,4704.21052530375,232.984896
1.83870967741935,4818.52048973783,459.3071355,4949.73969213336,225.4817565,4687.3012873423,233.825379
1.93548387096774,4836.23469846546,457.6261695,4968.25887162717,224.6412735,4704.21052530375,232.984896
2.03225806451613,4831.99977778495,458.046411,4968.25887162717,224.6412735,4695.74068394274,233.4051375
2.06451612903226,4828.23134839414,458.4666525,4977.57052514146,224.221032,4678.89217164681,234.2456205
2.12903225806452,4670.51317417444,465.112651833864,"","",4670.51317417444,234.665862
2.25806451612903,4833.94011465425,458.046411,5005.71609590196,222.9603075,4662.16413340655,235.0861035
2.35483870967742,4834.50685403049,458.046411,5015.16881908357,222.540066,4653.84488897741,235.506345
2.45161290322581,4825.63568878291,458.886894,5005.71609590196,222.9603075,4645.55528166386,235.9265865
2.61290322580645,4829.78049243968,458.4666525,5005.71609590196,222.9603075,4653.84488897741,235.506345
2.67741935483871,4842.840996629,457.205928,5015.16881908357,222.540066,4670.51317417444,234.665862
2.7741935483871,4829.78049243968,458.4666525,5005.71609590196,222.9603075,4653.84488897741,235.506345
2.87096774193548,4842.840996629,457.205928,5015.16881908357,222.540066,4670.51317417444,234.665862
2.93548387096774,4859.68967219366,455.524962,5015.16881908357,222.540066,4704.21052530375,232.984896
3.06451612903226,4868.68414352562,454.684479,5024.65731058598,222.1198245,4712.71097646526,232.5646545
3.16129032258065,4877.7119887364,453.843996,5034.18177381055,221.699583,4721.24220366225,232.144413
3.2258064516129,4851.7747411164,456.365445,5024.65731058598,222.1198245,4678.89217164681,234.2456205
3.35483870967742,4865.52185052305,455.1047205,5043.74241370381,221.2793415,4687.3012873423,233.825379
3.45161290322581,4866.11580420947,455.1047205,5053.33943677213,220.8591,4678.89217164681,234.2456205
3.54838709677419,4863.24417766276,455.524962,5072.64346634812,220.018617,4653.84488897741,235.506345
3.64516129032258,4850.85390674561,456.7856865,5072.64346634812,220.018617,4629.06434714309,236.7670695
3.70967741935484,4850.1341022359,456.7856865,5062.97305109661,220.4388585,4637.29515337519,236.346828
3.83870967741935,4828.94287225145,458.886894,5053.33943677213,220.8591,4604.54630773077,238.027794
3.96774193548387,4840.5187835395,457.6261695,5043.74241370381,221.2793415,4637.29515337519,236.346828
4.03225806451613,4870.93261137171,454.684479,5062.97305109661,220.4388585,4678.89217164681,234.2456205
4.16129032258065,4882.49230868303,453.4237545,5043.74241370381,221.2793415,4721.24220366225,232.144413
4.32258064516129,4895.86854695763,452.16303,5053.33943677213,220.8591,4738.39765714314,231.30393
4.45161290322581,4913.66946726531,450.482064,5062.97305109661,220.4388585,4764.36588343401,230.0432055
4.58064516129032,4918.50467489107,450.0618225,5072.64346634812,220.018617,4764.36588343401,230.0432055
4.67741935483871,4904.99763653352,451.322547,5062.97305109661,220.4388585,4747.02222197044,230.8836885
4.74193548387097,4909.32564551947,450.9023055,5062.97305109661,220.4388585,4755.67823994232,230.463447
4.80645161290323,4900.68535411988,451.7427885,5062.97305109661,220.4388585,4738.39765714314,231.30393
4.90322580645161,4905.52056174563,451.322547,5072.64346634812,220.018617,4738.39765714314,231.30393
5,4896.94283500519,452.16303,5072.64346634812,220.018617,4721.24220366225,232.144413
